,BUILDING TYPE,TOTAL KWH,PREDICTION
52786,1,48985.0,5718.000000012398
52788,1,30239.0,3356.999999951575
52789,1,20916.0,1150.9999999560641
52791,1,56940.0,4141.000000046606
52792,1,31518.0,961.9999999243155
52793,1,39862.0,1376.9999999967658
52794,1,40545.0,2733.000000043441
52795,0,8957.0,891.9999999357715
52796,1,89356.0,6762.000000145899
52797,1,48898.0,4136.999999955937
52801,1,42962.0,4558.000000004307
52802,1,14731.0,1297.9999999169213
52803,1,154624.0,11026.000000418575
52804,1,29254.0,2743.0000000300297
52806,0,29546.0,2771.000000046035
52807,1,128625.0,12821.000000226526
52808,1,59421.0,5392.000000119844
52809,1,54750.0,6306.000000046564
52810,1,15048.0,1287.9999999550764
52811,0,15390.0,1597.9999999696684
52812,1,22126.0,1327.0000000517975
52813,0,37759.0,4523.999999964064
52814,1,25090.0,2845.0000000488817
52815,1,14309.0,1294.999999947233
52817,1,63630.0,6703.000000097947
52818,1,6101.0,539.9999999256179
52819,1,81858.0,8085.000000027796
52820,1,53692.0,4010.000000076807
52821,1,18169.0,1384.9999999209485
52822,1,16206.0,700.9999999504689
52823,0,23402.0,1742.0000000060136
52824,0,24423.0,2994.999999981361
52825,1,26076.0,2733.99999999612
52826,0,39243.0,4120.000000037857
52827,1,65584.0,8341.00000005723
52828,1,20650.0,1919.9999999657266
52829,1,23538.0,2666.999999937838
52830,1,32878.0,5835.999999888649
52831,1,26512.0,1963.0000000076288
52832,1,51680.0,6704.99999997578
52833,1,32531.0,4852.9999999804295
52834,1,43953.0,4465.999999948872
52835,1,68591.0,8376.999999979349
52836,1,39576.0,2173.000000048756
52838,1,84162.0,5141.000000279137
52839,1,66831.0,5563.000000046337
52843,0,205941.0,18973.000000585533
52844,1,85431.0,8619.000000083022
52845,1,29493.0,3039.0000000216005
52846,1,107810.0,9631.000000179165
52847,0,32559.0,4015.000000054937
52848,1,33553.0,4357.999999975422
52849,1,61132.0,5136.000000026681
52850,1,41134.0,2322.000000049122
52851,1,25270.0,1949.9999999597294
52852,1,34743.0,4193.000000038719
52854,1,141951.0,13783.000000057064
52855,1,39743.0,4630.000000016493
52856,1,47089.0,2812.999999890815
52858,1,38761.0,2690.9999999703123
52859,1,26996.0,1560.9999998991843
52860,1,38533.0,4014.9999999583033
52861,1,112448.0,10067.000000134853
52862,1,43249.0,4051.0000001022145
52868,1,143161.0,13910.000000212862
52869,1,118907.0,10220.000000240321
52870,1,92417.0,7207.0000001368135
52871,1,28078.0,1650.999999960848
52873,1,11732.0,737.9999999856518
52874,1,14249.0,1150.9999999183565
52875,1,96147.0,9921.999999908669
52877,0,23822.0,2059.9999999247448
52878,1,49426.0,3246.9999999363463
52879,0,482177.0,50621.00000192081
52880,1,56682.0,4133.999999980979
52881,1,85496.0,12908.999999955944
52882,1,107321.0,11594.000000111595
52883,1,42763.0,3732.000000013657
52884,1,51523.0,4066.000000163145
52885,1,70993.0,6937.000000007172
52886,1,50624.0,3994.000000079035
52887,1,77842.0,7507.00000009151
52888,1,111421.0,12221.000000179622
52889,1,22498.0,1126.9999999945612
52890,1,99917.0,6690.000000122591
52891,1,35449.0,3724.9999999647134
52892,1,89088.0,10134.999999995565
52893,1,107655.0,8657.000000205699
52894,1,25545.0,3117.9999999212396
52895,1,68299.0,6159.000000039045
52896,1,52735.0,5589.000000044876
52898,1,113692.0,8488.00000020398
52899,1,83185.0,6410.000000036271
52901,1,83994.0,7711.999999997255
52902,1,36237.0,1998.9999999545653
52903,1,55571.0,5297.000000091617
52904,1,60538.0,4499.999999850117
52905,1,37747.0,3313.9999999083666
52906,1,33258.0,2557.999999963342
52907,1,60743.0,6195.000000015636
52908,1,95468.0,9382.000000077978
52909,1,53004.0,3275.000000084965
52910,1,45700.0,3166.9999999509437
52912,1,24050.0,1636.9999998874882
52913,1,120398.0,8865.000000286103
52915,1,76309.0,10149.999999997945
52916,1,70743.0,7533.000000164737
52917,1,44544.0,6165.000000031341
52918,1,112169.0,12428.000000095753
52919,1,16326.0,1613.9999999670326
52920,1,59370.0,4988.000000015203
52921,1,42214.0,3459.000000015938
52922,1,47422.0,6063.000000035137
52923,1,42149.0,4464.999999987498
52924,1,31668.0,6293.999999923419
52925,1,83453.0,7845.00000012093
52926,1,79011.0,8060.000000175134
52927,1,14350.0,2039.9999999221855
52928,1,25307.0,1463.9999999717074
52929,1,80031.0,8539.999999977685
52931,1,50876.0,4276.000000066493
52932,1,23905.0,1714.0000000252567
52933,1,42044.0,2954.0000001065655
52934,1,95815.0,5624.000000168704
52935,1,44489.0,1969.0000000309865
52936,1,58098.0,4095.0000001401004
52937,1,18041.0,1787.9999998919393
52938,1,93856.0,8365.000000046402
52940,1,47943.0,3688.0000000451982
52941,1,9258.0,609.9999999878055
52942,1,88875.0,10137.000000040154
52943,1,49055.0,3834.999999952768
52944,1,72605.0,8402.000000070442
52949,1,12960.0,1578.9999999574575
52951,1,112945.0,9981.000000038639
52952,1,25163.0,2836.9999999543415
52953,1,62117.0,6342.000000016293
52954,1,47513.0,4610.999999975642
52955,1,15182.0,1662.9999999685533
52956,1,75036.0,5443.000000040387
52957,1,51324.0,6313.000000008953
52958,1,20970.0,2309.999999945636
52959,1,103582.0,11263.999999997422
52960,1,34566.0,3247.999999962429
52961,1,85281.0,9885.000000058431
52962,1,77696.0,7718.999999986356
52963,1,59868.0,6517.999999984695
52964,1,119410.0,12267.00000016891
52965,1,38436.0,3816.999999917449
52967,1,90927.0,9256.00000017731
52968,1,9795.0,1336.9999999376723
52969,1,89878.0,6010.000000069696
52970,1,58503.0,5429.999999993268
52971,1,62496.0,5934.999999999132
52972,1,43550.0,4224.000000020258
52973,1,71626.0,7670.00000017668
52974,1,46264.0,4776.000000095257
52975,1,83728.0,6911.000000171238
52976,1,20751.0,3091.999999922291
52977,1,48801.0,6741.9999999712745
52979,1,37725.0,4401.999999926342
52981,1,99021.0,10056.00000014345
52982,1,65452.0,3372.9999998680287
52983,1,34579.0,2661.9999999789197
52985,1,25363.0,1927.9999998996082
52986,1,35897.0,3986.9999999554184
52990,1,38053.0,3014.9999998979456
52992,1,28628.0,2402.9999999692736
52993,1,78701.0,4052.0000000927284
52997,1,18364.0,550.0000000444743
52999,1,55270.0,4986.000000112395
53000,1,26914.0,2379.0000000091113
53002,1,34552.0,3927.0000000373893
53003,1,33070.0,3247.000000002943
53005,1,90482.0,5468.0000002583965
53006,0,51907.0,5367.000000062802
53007,1,55983.0,3181.000000159822
53008,1,26215.0,1268.9999998803978
53009,1,127073.0,15905.000000134394
53010,1,90640.0,8860.000000095164
53011,1,81954.0,5428.000000014079
53012,1,53759.0,5144.0000001339395
53015,1,63178.0,6054.0000007030085
53016,1,56740.0,5735.000000050999
53018,1,51771.0,5138.000000063725
53019,1,85591.0,7819.000000157244
53020,1,19272.0,365.9999997888917
53021,1,101403.0,8377.000000080552
53023,1,24701.0,2076.9999999501706
53024,1,92607.0,9647.99999999964
53025,1,10290.0,1063.9999999223182
53027,1,48479.0,4829.999999945461
53028,1,66480.0,6307.000000099561
53029,1,25694.0,1115.9999999200772
53030,1,54042.0,2689.0000001297594
53031,1,19099.0,1489.9999999615848
53032,1,93093.0,9699.000000098664
53033,1,24211.0,2205.000000055712
53034,1,121947.0,13546.000000134936
53035,1,28436.0,1740.0000000349428
53036,1,62303.0,5780.000000050981
53037,1,29274.0,3231.0000003527184
53041,1,39951.0,5810.999999844849
53042,1,179663.0,16760.000000317603
53044,1,63788.0,6079.000000065236
53045,1,27362.0,810.9999999679676
53046,1,35056.0,2946.000000000766
53047,1,71107.0,5802.000000094144
53048,1,40488.0,3739.000000031858
53049,1,89663.0,8217.000000104286
53051,1,85928.0,9955.000000100074
53052,1,55690.0,5909.0000000118725
53054,1,11957.0,544.9999999703614
53055,1,39821.0,4267.000000034244
53056,1,98297.0,8180.000000245438
53057,1,43555.0,4318.000000009326
53058,1,25383.0,2795.999999924039
53059,1,41182.0,4072.000000012753
53060,1,37408.0,1951.9999999356824
53062,1,28865.0,2171.9999999969987
53064,1,60956.0,4489.000000093012
53065,1,23288.0,2366.9999999515803
53066,1,31099.0,1781.9999998740477
53067,1,82914.0,9942.99999995447
53068,1,9587.0,748.9999999243664
53069,1,72123.0,6890.0000000270575
53071,1,12377.0,926.9999999505308
53072,1,19436.0,2617.9999999427564
53073,1,49341.0,3835.9999999791507
53074,1,39928.0,4134.999999953601
53075,1,22585.0,7118.9999999659085
53076,1,24217.0,2162.999999952797
53077,1,39763.0,4171.000000083028
53078,1,24016.0,2007.0000000467353
53079,1,17043.0,1385.0000000174477
53080,1,89362.0,10955.000000225296
53081,1,91999.0,10176.000000195403
53082,1,21612.0,2247.9999999309366
53083,1,120540.0,7799.0000002178695
53084,1,126754.0,11045.000000251974
53085,1,49077.0,5033.000000004569
53086,1,23969.0,3041.999999960639
53087,1,139528.0,15091.000000193499
53088,1,102497.0,9884.000000130858
53090,1,43888.0,3107.0000000621367
53092,1,40862.0,2449.0000000241653
53093,1,58167.0,4256.999999899897
53095,1,99523.0,11571.000000133685
53099,1,57433.0,4432.000000091115
53101,0,25853.0,2694.999999987249
53103,1,12385.0,1059.000000000673
53104,1,77217.0,6134.0000001454755
53105,1,48410.0,5465.000000068134
53106,1,22992.0,1699.9999999534848
53107,1,62799.0,5247.000000023185
53108,1,31737.0,2712.9999999929423
53109,1,46390.0,6036.0000000004675
53110,1,84878.0,9297.000000115979
53112,1,56363.0,8087.000000147678
53113,1,38121.0,4647.999999911328
53114,1,140405.0,14280.000000367752
53116,1,30833.0,3034.000000032329
53117,1,49298.0,6009.000000019592
53119,1,64049.0,5734.000000080045
53120,0,18728.0,2365.9999999164993
53121,1,23591.0,1829.000000057138
53126,1,147603.0,12736.00000020992
53128,1,144546.0,16289.000000060498
53129,1,146898.0,17711.00000002358
53130,1,107920.0,11595.000000100681
53131,1,18707.0,2601.999999960033
53132,0,50174.0,3191.0000002874986
53133,1,137617.0,9315.00000010037
53135,1,71478.0,10220.000000134529
53136,1,62846.0,5746.000000041713
53137,1,109093.0,12736.000000028213
53138,1,23109.0,2081.999999913407
53139,1,123603.0,13950.000000108164
53141,1,149071.0,17677.00000023629
53142,1,52123.0,4196.999999935919
53143,1,57095.0,5475.000000089591
53145,1,43177.0,3690.00000000157
53146,1,51213.0,5714.000000028282
53147,1,48992.0,5135.000000210492
53149,1,96690.0,15315.00000000743
53150,1,119827.0,13842.000000398111
53151,1,21023.0,1877.9999999226948
53152,1,46704.0,5045.000000009641
53153,1,165439.0,17454.000000260672
53154,1,67626.0,6929.999999984282
53155,0,17295.0,2620.999999909609
53156,1,143824.0,16135.000000224358
53157,1,55148.0,6802.999999968413
53158,1,6312.0,447.99999996171755
53159,1,142181.0,16107.000000246464
53161,1,39570.0,4070.000000164442
53162,1,89077.0,9750.000000159971
53163,1,104606.0,9835.000000375181
53164,1,54936.0,5469.000000007894
53165,1,214563.0,23852.00000017047
53166,0,71300.0,4246.000001497599
53167,1,84295.0,7110.000000221118
53168,1,46690.0,3085.000000215641
53169,1,45468.0,3746.000000052465
53170,1,76086.0,9947.999999975349
53171,1,79326.0,13275.999999868363
53172,1,31639.0,2703.9999998973217
53173,1,111042.0,17239.999999969765
53174,1,29271.0,3822.9999998985786
53175,1,122134.0,12530.000000113501
53177,1,121100.0,14434.00000016315
53178,1,111355.0,12426.000000183954
53179,1,71033.0,10200.999999939166
53180,1,40433.0,4276.000000033606
53181,1,70675.0,5209.999999983767
53182,1,36397.0,4692.999999948946
53184,1,56728.0,5161.999999982312
53185,1,101941.0,11174.000000090302
53186,0,47150.0,4955.000000062473
53188,1,71946.0,7082.999999852258
53190,1,34058.0,3147.999999861062
53191,1,46727.0,5762.9999999663305
53192,1,117666.0,11955.00000009943
53194,1,82346.0,5625.000000240621
53195,1,80062.0,6558.000000126134
53196,1,61048.0,8349.999999958165
53197,1,33096.0,3245.9999999896754
53198,1,79531.0,6828.000000014377
53199,1,21936.0,3168.99999988528
53200,1,102925.0,9843.000000000622
53201,1,134915.0,16536.00000005726
53202,1,185043.0,19536.00000009794
53203,1,169006.0,17727.000000151565
53205,1,37233.0,3823.99999997144
53206,1,109114.0,10649.000000005224
53207,1,185099.0,17905.000000243108
53208,1,49085.0,3444.000000090473
53209,1,98609.0,11947.000000023892
53210,1,35946.0,3722.0000000158525
53211,1,48825.0,4580.0000000096625
53212,1,53262.0,4348.999999943466
53213,1,95275.0,9970.999999965105
53214,1,54058.0,5876.999999886153
53215,1,100561.0,11836.000000149974
53216,1,125982.0,14791.000000151536
53217,1,89733.0,8757.000000118609
53218,1,33812.0,3807.9999999625725
53219,1,65440.0,7790.999999990114
53220,1,44057.0,3946.999999901278
53221,1,65649.0,7250.000000034959
53222,1,25550.0,2057.999999897913
53223,1,116482.0,10501.999999978967
53224,1,50746.0,3924.000000035423
53225,1,68949.0,6664.9999999940665
53226,1,158441.0,15093.000000169339
53227,1,119992.0,10535.000000086045
53228,1,57522.0,6675.999999954043
53229,1,52375.0,4407.999999949303
53230,1,15178.0,1250.9999999654447
53231,1,100522.0,14891.999999811651
53232,1,23602.0,1902.9999999520332
53233,1,105280.0,6953.000000057915
53234,1,122777.0,12888.000000069762
53235,1,17197.0,985.999999933334
53236,1,75118.0,10076.000000118576
53237,1,228297.0,21460.000000526932
53240,1,112149.0,9330.000000270265
53242,1,146785.0,13841.00000044466
53244,1,32408.0,2225.0000000382206
53246,1,100966.0,11569.000000267668
53247,1,42421.0,3508.99999993649
53248,1,41479.0,4341.999999947257
53249,1,64553.0,6547.000000017104
53250,1,34873.0,3274.999999992033
53251,1,69650.0,8531.000000034837
53252,1,31435.0,2776.9999999351967
53253,1,42014.0,1844.999999737487
53254,1,66862.0,4193.000000013608
53256,1,93919.0,9835.000000110937
53257,1,20109.0,2167.9999998320254
53258,1,84808.0,6121.000000108497
53260,1,20093.0,2113.0000000975288
53261,1,47250.0,3667.000000021664
53262,1,64338.0,6620.999999993606
53263,1,116863.0,8157.000000256936
53264,1,105395.0,10386.000000104903
53265,1,136792.0,14746.00000023081
53267,1,176998.0,17360.000000475065
53268,1,138688.0,13884.000000296597
53270,1,91088.0,7529.000000011936
53271,1,36576.0,2202.9999999685333
53272,1,92241.0,6910.000000186488
53273,1,36881.0,2965.0000001801636
53274,1,102787.0,11908.000000102678
53275,1,156502.0,17015.0000002156
53276,1,110395.0,12055.000000212072
53277,1,130939.0,17243.000000067655
53279,1,102582.0,12709.999999923763
53280,1,94824.0,9489.99999997709
53281,1,110678.0,9811.00000020191
53282,1,112532.0,11476.00000018726
53283,1,124341.0,12689.00000012635
53284,1,107799.0,9898.000000099666
53285,1,25878.0,2325.9999999601787
53286,1,123458.0,12450.000000199267
53287,1,46188.0,5004.999999909391
53288,1,148468.0,10932.000000053638
53289,1,26392.0,2712.9999999096945
53290,1,43620.0,4366.999999872864
53292,1,118257.0,10303.000000058491
53294,1,133576.0,12563.00000014656
53295,1,88154.0,6809.000000151413
53296,1,78168.0,8175.000000119264
53297,1,4533.0,336.99999995870166
53298,1,93764.0,7815.000000092994
53299,1,113730.0,10621.000000181608
53300,1,25069.0,2631.0000000935324
53301,1,134005.0,13819.000000212698
53302,1,99843.0,7463.000000150991
53303,1,29824.0,3322.0000000042673
53304,1,126664.0,12646.000000018197
53305,1,14681.0,1451.000000022832
53306,1,196721.0,22701.000000420354
53307,1,21834.0,2332.9999999850806
53308,1,149218.0,13572.000000114613
53309,1,117563.0,11833.000000123504
53310,1,95270.0,9038.000000045964
53311,0,16010.0,1519.9999999675983
53312,1,47644.0,4193.0000001048065
53313,1,123168.0,9370.999999973405
53315,1,98109.0,8202.000000152639
53317,1,16487.0,830.9999999565734
53318,1,20869.0,975.0000000414911
53319,1,23295.0,2263.999999975089
53320,1,48745.0,4399.000000012791
53321,1,66240.0,5695.999999924981
53322,0,31003.0,2315.9999999707543
53323,1,58612.0,6346.000000143502
53324,1,65746.0,7193.000000037247
53325,1,48951.0,5564.000000099666
53326,1,167091.0,12575.000000110276
53327,1,174712.0,18290.00000020056
53329,1,157722.0,18442.00000011995
53331,1,116194.0,13437.000000076423
53332,1,82060.0,8449.000000004053
53333,1,33512.0,3669.9999999404845
53334,1,61685.0,6226.0000000522705
53335,1,42624.0,4485.000000015094
53336,1,7312.0,716.9999998650019
53337,1,102162.0,11567.999999994725
53338,1,83333.0,11107.999999950594
53339,1,42337.0,5208.00000019754
53340,1,23202.0,1855.000000037573
53342,1,39495.0,2954.999999999027
53344,1,23226.0,2150.9999999758093
53345,1,56323.0,4523.999999887741
53347,1,98388.0,9505.000000161714
53349,1,109176.0,8604.999999988175
53350,1,86262.0,5971.999999994523
53351,1,36043.0,4116.000000057245
53353,1,13422.0,2380.999999990241
53354,1,24108.0,1688.999999877231
53355,1,137799.0,12787.000000299133
53358,1,189963.0,19038.00000025466
53359,0,34063.0,2654.9999999689153
53361,1,92791.0,7780.000000118664
53362,1,38716.0,4369.000000203823
53363,1,48852.0,5485.000000029759
53364,1,55975.0,4419.000000026546
53365,1,71000.0,7850.999999993954
53366,1,69536.0,7535.000000137903
53367,1,106057.0,12823.000000115211
53368,1,16124.0,1102.0000000760447
53369,1,83353.0,10286.000000080556
53370,1,60091.0,9311.000000156917
53371,1,139654.0,18712.00000002305
53372,1,134318.0,15364.000000186175
53373,1,152523.0,13373.000000295742
53374,1,124029.0,12205.000000055208
53375,1,95450.0,10038.000000085403
53377,1,32141.0,4082.0000000915115
53378,1,149062.0,13109.00000012641
53379,0,139423.0,16150.000000083797
53382,1,89765.0,8985.00000017815
53383,1,106880.0,11080.00000042351
53384,1,64130.0,8710.999999996764
53385,0,28823.0,2210.999999951773
53387,1,80181.0,9522.999999970338
53388,1,105297.0,10241.000000095744
53389,1,120869.0,13122.999999905198
53391,1,94684.0,9858.00000008568
53392,1,89653.0,8863.000000099735
53393,1,76619.0,6130.999999854173
53394,1,110951.0,10991.000000063863
53395,1,170461.0,17503.00000027664
53396,1,113671.0,8940.000000139586
53397,1,124964.0,12846.000000186286
53398,1,122972.0,11325.00000021653
53399,1,163321.0,17993.000000144348
53400,1,98004.0,7895.000000151078
53406,0,23898.0,2283.0000001452136
53408,0,82750.0,7685.000000176224
53409,0,11645.0,1068.0000000354376
53412,1,94473.0,9386.000000131327
53413,1,22718.0,1569.9999999761221
53416,1,22544.0,1338.999999966325
53417,1,116305.0,10148.999999951358
53418,1,72773.0,6769.999999974612
53419,1,61844.0,4826.0000000157215
53420,1,64708.0,6172.000000090964
53421,1,36498.0,5274.999999943375
53422,1,86363.0,7098.00000013418
53423,1,108851.0,10694.00000006604
53424,1,114723.0,9372.999999996651
53425,1,94320.0,9593.00000007635
53427,1,65486.0,7877.000000035689
53428,0,47010.0,5065.999999817139
53429,1,40325.0,4259.999999907543
53430,1,27911.0,2534.999999972355
53431,1,42946.0,6764.000000066497
53432,1,63035.0,7161.000000022657
53434,1,135383.0,10100.000000040374
53435,1,71453.0,7050.999999996413
53436,1,35444.0,3786.9999999260417
53437,1,111284.0,11348.000000176962
53438,1,70398.0,6722.999999972364
53439,1,107614.0,9643.000000278756
53440,1,109105.0,9526.000000171807
53442,1,114479.0,8270.000000167414
53444,1,103302.0,8771.000000180662
53445,1,14186.0,3385.9999999400334
53447,1,102554.0,8206.000000018568
53448,1,10325.0,926.9999999911561
53449,1,111250.0,9294.000000285514
53450,1,35796.0,3544.999999976073
53451,1,43454.0,2932.0000000698383
53452,1,54498.0,4859.000000032245
53453,1,72611.0,7229.000000194197
53454,1,30195.0,2126.0000000329346
53455,1,57831.0,4570.999999996568
53456,1,42087.0,4499.999999946522
53458,1,25837.0,2344.999999977932
53459,1,41901.0,3173.000000057402
53460,1,58641.0,4868.999999930778
53461,1,59843.0,6752.000000082306
53462,1,114925.0,11506.00000005352
53463,1,93542.0,8435.000000086442
53464,1,39253.0,3275.9999999667034
53465,1,77546.0,6109.999999993559
53467,1,56110.0,5159.000000102051
53468,1,14261.0,1651.9999999761403
53469,1,53683.0,5112.000000213515
53470,1,28063.0,2352.999999838832
53471,1,21768.0,1341.999999985901
53472,1,80850.0,7496.000000026419
53473,1,27897.0,2422.000000027607
53475,1,37501.0,3658.9999999673673
53476,1,16306.0,527.9999999160209
53478,1,123434.0,12373.000000181772
53479,1,21347.0,2834.999999960357
53480,1,13817.0,2094.0000000238106
53481,1,44803.0,3047.000000149146
53482,1,944218.0,122095.00000145339
53484,1,37088.0,5513.999999991698
53485,1,30553.0,3344.9999999930424
53486,1,21164.0,2753.9999999211323
53487,1,14904.0,1786.9999999323227
53488,1,34998.0,3754.00000006299
53490,1,61418.0,7072.000000155127
53491,1,44946.0,5409.000000000571
53492,1,72094.0,5370.000000117245
53493,1,17265.0,1391.9999999479678
53495,1,60841.0,5237.000000090997
53496,1,26287.0,3007.999999933798
53497,0,95532.0,12251.000000346958
53498,1,72878.0,6949.000000280057
53499,1,65983.0,5261.999999867281
53500,1,109756.0,7829.000000018868
53502,1,105244.0,7619.0000000591735
53503,1,12868.0,922.9999999436441
53505,1,87504.0,7504.9999999339325
53506,1,20166.0,2184.9999999817846
53508,1,106385.0,8698.000000062417
53509,1,5764.0,281.99999995110556
53510,1,98424.0,8282.000000126263
53511,1,51845.0,5207.9999999707725
53513,1,45445.0,5484.0000000868185
53514,1,105573.0,12145.000000024564
53517,1,88745.0,9751.000000043983
53520,1,82567.0,10312.000000114263
53521,1,8765.0,448.9999999237516
53522,1,94157.0,8898.000000136493
53523,1,72042.0,5650.000000395503
53524,0,289424.0,24729.00000111464
53525,1,73271.0,5605.00000003449
53526,1,91382.0,7850.000000264892
53528,1,135662.0,8547.000000023523
53529,1,27220.0,2607.999999976455
53530,1,137130.0,9079.000000340087
53531,1,14976.0,2165.999999906606
53532,0,23525.0,1803.9999999718675
53533,1,112074.0,8931.000000085953
53534,1,11079.0,1123.9999999430984
53535,1,41571.0,3114.99999993856
53536,1,36199.0,2735.99999988968
53537,0,42994.0,3651.99999995526
53538,0,736846.0,79145.00000308597
53540,1,12682.0,1601.9999999089432
53542,1,19810.0,2133.999999973281
53544,1,48702.0,5084.999999972684
53545,0,83801.0,10438.000000066717
53546,1,28374.0,2019.0000001296994
53547,1,60060.0,6485.000000050981
53549,1,14006.0,1356.9999999196807
53554,1,18789.0,2706.0000000484433
53555,1,31954.0,3741.9999999639913
53556,1,19946.0,2937.999999926593
53560,0,41266.0,4960.9999998324565
53563,1,7890.0,1093.999999982243
53564,1,10312.0,1252.9999999287684
53566,1,28243.0,1999.0000000335112
53567,0,440113.0,41956.000001552005
53569,1,44158.0,4634.999999976311
53571,1,57595.0,4676.000000001133
53573,1,28311.0,3876.99999995114
53574,1,70722.0,5650.00000010338
53575,1,20270.0,3189.999999979178
53576,1,87775.0,12439.000000128595
53577,1,12294.0,1618.9999999625397
53578,0,140053.0,20867.00000024401
53579,1,24816.0,3124.999999979056
53580,1,29810.0,3928.999999796084
53581,1,18556.0,2372.999999983811
53582,1,42740.0,4498.000000023423
53583,1,27440.0,2730.9999999881657
53584,1,20319.0,2252.9999999666306
53587,1,94952.0,11984.000000164799
53588,1,26596.0,2941.99999996511
53590,1,130298.0,16257.000001037206
53591,1,68849.0,9076.999999931695
53592,1,45353.0,2032.0000000917025
53593,0,87605.0,8366.000000073815
53594,1,86315.0,10976.000000092576
53595,1,13416.0,1633.999999932159
53597,1,88188.0,6541.000000242988
53598,1,71041.0,6574.000000021719
53599,0,417376.0,46732.000001076536
53600,0,228438.0,24510.000000268414
53602,1,299019.0,39012.00000031613
53603,0,157025.0,19312.00000033733
53604,1,63645.0,4607.999999955053
53605,1,14679.0,1033.999999893982
53608,1,132694.0,13562.000000260537
53609,1,19563.0,3304.999999862275
53610,1,59164.0,7709.0000000176715
53611,1,29391.0,3559.999999932932
53613,1,120815.0,13823.000000219163
53614,1,32815.0,4589.000000046921
53615,1,26498.0,3391.9999999656156
53616,1,76715.0,10053.000000060161
53617,1,42796.0,5563.000000002852
53618,0,18682.0,1837.999999962618
53619,1,110908.0,11774.000000167322
53620,1,34064.0,4248.000000013262
53622,1,55470.0,6529.9999999828615
53623,1,36905.0,4964.000000142058
53624,1,18130.0,912.999999974385
53625,1,63351.0,7200.000000057644
53627,1,57526.0,4929.999999967085
53628,1,51245.0,4500.0000000613345
53629,1,73840.0,7950.000000038421
53630,1,51660.0,5195.999999998043
53631,1,32680.0,3935.9999999642205
53632,1,49692.0,3066.000000111122
53633,1,55047.0,5715.999999834006
53634,0,10709.0,660.9999998752864
53635,1,48198.0,3921.000000027496
53639,1,113437.0,11720.000000200547
53640,0,420587.0,49337.0000009791
53641,0,38249.0,8194.000000066226
53642,1,24127.0,1875.0000001887256
53643,1,15766.0,1924.9999999150696
53646,1,128207.0,12059.000000119078
53647,1,20302.0,1587.999999888938
53650,1,165953.0,17895.00000037926
53651,1,25123.0,3472.00000015401
53655,0,221353.0,26809.000000509877
53656,1,23406.0,2311.999999942471
53664,1,58162.0,8010.000000033273
53666,1,112780.0,11809.0000001055
53667,1,69479.0,8303.000000137105
53668,1,27155.0,3754.9999999068514
53669,0,21581.0,2761.000000138485
53670,1,53848.0,4924.000000048947
53671,1,78770.0,9139.999999966003
53672,1,41700.0,3884.9999999436495
53674,1,64584.0,16019.99999970005
53675,1,62414.0,13072.99999987978
53676,1,37117.0,5734.999999982325
53677,1,69249.0,8930.000000043437
53678,1,138634.0,21596.000000024556
53679,1,130569.0,18963.999999901964
53680,1,31651.0,4753.999999997259
53681,1,29663.0,3737.000000051199
53684,1,133200.0,19560.000000144842
53685,1,52435.0,5813.000000014441
53686,0,106013.0,11076.000000293243
53688,1,17320.0,2881.9999999620995
53689,1,93183.0,13726.000000121034
53692,1,34312.0,1756.0000000931632
53694,1,44003.0,6592.99999995492
53695,1,57224.0,8634.999999974016
53696,1,16996.0,2824.9999999155625
53697,1,50577.0,8752.9999999125
53698,1,31654.0,3044.999999947062
53699,1,94185.0,15630.999999906084
53700,1,94114.0,18025.999999929645
53701,1,24210.0,3048.9999999464726
53702,1,43069.0,6467.000000117423
53703,1,32389.0,4758.999999952332
53704,1,53856.0,7069.999999981412
53705,1,20616.0,1120.999999975691
53706,1,61339.0,6346.99999997817
53707,1,21761.0,1700.0000000001346
53708,1,78078.0,5999.999999981279
53709,1,42697.0,8159.999999928155
53710,1,45044.0,6785.000000001748
53711,1,73908.0,11959.999999914466
53712,1,40160.0,7129.99999990279
53713,1,29069.0,2279.999999927224
53714,1,44797.0,5300.999999962916
53715,1,39855.0,6117.000000010768
53716,1,133566.0,18320.000000204425
53717,1,78969.0,13349.999999948628
53718,1,53110.0,6474.000000059197
53719,1,18967.0,2506.999999968666
53721,1,74660.0,11109.999999955024
53722,1,39970.0,6432.9999999932115
53723,1,7944.0,1495.9999999354095
53724,1,50569.0,12067.999999939471
53726,1,32094.0,3888.000000056916
53728,1,68628.0,10133.000000109203
53729,1,99201.0,12366.000000140815
53730,1,61241.0,6144.000000030359
53731,1,92399.0,14300.00000007209
53732,1,126861.0,15745.000000180762
53733,1,106054.0,16227.000000160384
53734,1,23958.0,1669.999999974396
53735,1,80136.0,11027.000000078788
53737,1,163514.0,21298.0000003258
53738,1,143767.0,17272.000000098775
53739,1,19031.0,1509.999999949985
53740,1,23804.0,2061.9999999066495
53741,1,66591.0,11083.999999934122
53742,1,34056.0,5935.999999902646
53743,1,14047.0,1754.9999999341908
53744,1,58366.0,7194.9999999673455
53745,1,41243.0,4372.999999961172
53746,1,30061.0,4498.999999967786
53747,1,24888.0,3628.9999999023385
53748,1,41244.0,7140.999999983864
53749,1,77337.0,8331.000000045093
53750,1,49962.0,7124.0000000004875
53751,1,39929.0,7030.999999961945
53752,1,19346.0,2859.9999998795683
53753,1,103283.0,14291.000000106227
